,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
1,Connor McDavid,29,EDM,C,82,48,90,138,17,44,34,13,1,4,48,41,1,306,15.7,507,1884:48,22:59,457,466,49.5,30,40,32,134,Ross-1,mcdavco01
2,Nikita Kucherov,32,TBL,RW,76,44,86,130,43,50,35,8,1,8,57,29,0,231,19.0,533,1545:28,20:20,0,2,0.0,29,36,21,124,,kucheni01
3,Nathan MacKinnon,30,COL,C,80,53,74,127,57,39,42,11,0,7,55,19,0,350,15.1,598,1780:57,22:16,681,653,51.0,35,64,25,165,Richard-1,mackina01
4,Macklin Celebrini,19,SJS,F,82,45,70,115,8,44,37,8,0,5,45,25,0,287,15.7,543,1747:54,21:19,625,660,48.6,53,53,41,150,,celebma01
5,Mark Scheifele,32,WPG,C,82,36,67,103,0,43,29,7,0,6,51,15,1,175,20.6,328,1763:20,21:30,594,679,46.7,47,32,31,129,,scheima01
6,Nick Suzuki,26,MTL,C,82,29,72,101,37,28,17,11,1,2,40,32,0,183,15.8,385,1707:17,20:49,731,718,50.4,62,62,29,72,,suzukni01
7,Martin Nečas,27,COL,C,78,38,62,100,47,30,29,9,0,5,47,15,0,206,18.4,417,1676:55,21:30,9,12,42.9,26,85,23,123,,necasma01
8,David Pastrňák,29,BOS,RW,77,29,71,100,4,72,19,10,0,4,48,23,0,261,11.1,562,1590:29,20:39,2,7,22.2,32,86,32,134,,pastrda01
9,Leon Draisaitl,30,EDM,C,65,35,62,97,13,26,18,16,1,3,36,26,0,186,18.8,369,1402:23,21:35,628,475,56.9,15,34,26,106,,draisle01
10,Jason Robertson,26,DAL,LW,82,45,51,96,22,32,30,15,0,9,25,26,0,294,15.3,552,1660:45,20:15,1,2,33.3,34,48,24,107,,roberja01
11,Evan Bouchard,26,EDM,D,82,21,74,95,25,30,14,7,0,5,46,26,2,221,9.5,468,2023:34,24:41,0,0,,101,29,33,123,,bouchev01
12,Kyle Connor,29,WPG,LW,82,39,53,92,-2,16,32,5,2,5,38,14,1,274,14.2,498,1763:31,21:30,0,1,0.0,19,36,21,69,,connoky01
13,Jack Eichel,29,VEG,C,74,27,63,90,23,18,25,1,1,6,34,27,2,260,10.4,471,1568:52,21:12,558,613,47.7,40,35,28,120,,eicheja01
14,Kirill Kaprizov,28,MIN,LW,78,45,44,89,10,28,26,19,0,7,31,13,0,268,16.8,534,1727:27,22:09,0,2,0.0,27,52,22,112,,kapriki01
15,Cole Caufield,25,MTL,RW,81,51,37,88,29,14,40,11,0,12,19,18,0,258,19.8,462,1472:52,18:11,6,12,33.3,21,50,22,56,,caufico01
16,Jake Guentzel,31,TBL,C,81,38,50,88,13,61,28,8,2,5,28,22,0,220,17.3,385,1639:55,20:15,209,228,47.8,41,39,23,73,,guentja01
17,Clayton Keller,27,UTA,C,82,26,62,88,20,38,23,3,0,6,38,24,0,225,11.6,425,1564:59,19:05,13,21,38.2,32,8,26,105,,kellecl01
18,Wyatt Johnston,22,DAL,C,82,45,41,86,-5,32,18,27,0,4,26,15,0,206,21.8,402,1650:07,20:07,402,442,47.6,55,56,23,62,,johnswy01
19,Matt Boldy,24,MIN,LW,76,42,43,85,18,30,27,11,4,3,24,19,0,254,16.5,501,1563:15,20:34,55,69,44.4,58,60,34,86,,boldyma01
20,Alex DeBrincat,28,DET,RW,82,41,44,85,8,19,26,15,0,6,36,8,0,287,14.3,579,1517:01,18:30,19,31,38.0,39,38,43,87,,debrial01
21,Artemi Panarin,34,2TM,LW,78,28,56,84,-7,20,24,4,0,4,37,19,0,224,12.5,512,1625:42,20:51,1,0,100.0,16,11,25,105,,panarar01
21,Artemi Panarin,34,NYR,LW,52,19,38,57,-16,14,17,2,0,3,23,15,0,158,12.0,361,1087:20,20:55,1,0,100.0,11,8,15,69,,panarar01
21,Artemi Panarin,34,LAK,LW,26,9,18,27,9,6,7,2,0,1,14,4,0,66,13.6,151,538:22,20:42,0,0,,5,3,10,36,,panarar01
22,Tim Stützle,24,OTT,LW,80,34,49,83,7,39,23,9,2,5,29,20,0,194,17.5,364,1621:24,20:16,338,300,53.0,44,126,34,92,,stuetti02
23,Tage Thompson,28,BUF,C,81,40,41,81,-6,35,34,6,0,5,22,18,1,272,14.7,557,1558:44,19:15,390,468,45.5,48,85,28,69,,thompta01
24,Zach Werenski,28,CBJ,D,75,22,59,81,7,18,18,4,0,2,41,17,1,260,8.5,590,1996:04,26:37,0,0,,94,30,35,125,,werenza01
25,Sebastian Aho,28,CAR,F,79,27,53,80,11,46,18,7,2,4,29,20,4,195,13.8,406,1549:23,19:37,596,585,50.5,23,63,31,109,,ahose01
26,Mitch Marner,28,VEG,RW,81,24,56,80,17,24,19,5,0,2,36,19,1,165,14.5,372,1616:34,19:57,150,222,40.3,46,24,40,104,,marnemi01
27,Cale Makar,27,COL,D,75,20,59,79,32,24,16,4,0,4,34,25,0,199,10.1,546,1864:22,24:51,0,0,,117,35,40,86,,makarca01
28,William Nylander,29,TOR,C,65,30,49,79,-14,16,23,7,0,4,34,15,0,156,19.2,308,1262:01,19:25,31,50,38.3,26,13,31,68,,nylanwi01
29,Lane Hutson,21,MTL,D,82,12,66,78,36,34,10,2,0,3,48,18,0,124,9.7,300,1949:19,23:46,0,0,,137,31,43,93,,hutsola01
30,Mika Zibanejad,32,NYR,C,81,34,44,78,-20,14,16,16,2,3,25,19,0,215,15.8,416,1692:42,20:54,574,520,52.5,50,105,34,112,,zibanmi01
31,Jack Hughes,24,NJD,C,61,27,50,77,0,10,22,4,1,5,30,19,1,229,11.8,431,1300:15,21:19,145,272,34.8,32,4,37,126,,hugheja03
32,Mikko Rantanen,29,DAL,RW,64,22,55,77,0,93,16,6,0,1,27,28,0,139,15.8,288,1291:15,20:11,37,47,44.0,30,48,24,75,,rantami01
33,Lucas Raymond,23,DET,LW,80,25,51,76,1,22,18,7,0,5,31,20,0,173,14.5,367,1503:55,18:48,1,0,100.0,29,43,31,76,,raymolu01
34,Quinn Hughes,26,2TM,D,74,7,69,76,-4,32,5,2,0,1,37,32,0,187,3.7,476,2052:35,27:44,0,0,,87,7,34,116,,hughequ01
34,Quinn Hughes,26,VAN,D,26,2,21,23,-10,12,0,2,0,0,11,10,0,74,2.7,190,713:08,27:26,0,0,,32,1,10,41,,hughequ01
34,Quinn Hughes,26,MIN,D,48,5,48,53,6,20,5,0,0,1,26,22,0,113,4.4,286,1339:27,27:54,0,0,,55,6,24,75,,hughequ01
35,Connor Bedard,20,CHI,C,69,30,45,75,-18,50,23,7,0,5,31,14,0,226,13.3,421,1439:48,20:52,315,354,47.1,27,31,27,86,,bedarco01
36,Filip Forsberg,31,NSH,C,82,40,35,75,-2,34,29,11,0,3,20,15,0,246,16.3,551,1548:43,18:53,10,22,31.3,33,124,48,105,,forsbfi01
37,Sidney Crosby,38,PIT,C,68,29,45,74,0,44,19,10,0,4,32,13,0,160,18.1,289,1307:42,19:14,773,628,55.2,30,60,24,73,,crosbsi01
38,Rasmus Dahlin,25,BUF,D,77,19,55,74,18,76,13,6,0,0,39,16,0,195,9.7,436,1862:18,24:11,0,0,,79,67,32,115,,dahlira01
39,Brandon Hagel,27,TBL,LW,71,36,38,74,34,58,30,5,1,6,31,7,0,214,16.8,459,1402:58,19:46,26,37,41.3,38,42,35,75,,hagelbr01
40,Ryan O'Reilly,34,NSH,C,81,25,49,74,8,22,18,5,2,8,33,15,1,153,16.3,256,1651:59,20:24,739,603,55.1,66,17,50,49,,oreilry01
41,Nick Schmaltz,29,UTA,C,82,33,41,74,17,28,20,11,2,9,32,9,0,207,15.9,397,1617:19,19:43,448,526,46.0,52,23,45,94,,schmani01
42,Dylan Guenther,22,UTA,RW,79,40,33,73,7,28,31,9,0,6,18,15,0,242,16.5,530,1374:19,17:24,26,37,41.3,28,66,16,68,,guentdy01
43,Adrian Kempe,29,LAK,LW,81,36,37,73,14,58,32,4,0,8,27,8,2,226,15.9,508,1563:46,19:18,54,95,36.2,39,127,24,67,,kempead01
44,Juraj Slafkovsky,21,MTL,LW,82,30,43,73,9,52,15,15,0,4,30,13,0,180,16.7,395,1520:04,18:32,20,41,32.8,78,105,16,82,,slafkju01
45,Mark Stone,33,VEG,RW,60,28,45,73,26,9,18,9,1,4,26,18,1,130,21.5,241,1152:54,19:13,4,10,28.6,47,31,28,70,,stonema01
46,Mathew Barzal,28,NYI,C,81,19,53,72,10,61,17,2,0,4,35,18,0,184,10.3,380,1672:43,20:39,210,318,39.8,50,29,42,93,,barzama01
47,Drake Batherson,27,OTT,C,79,33,38,71,-7,33,20,13,0,5,21,17,0,167,19.8,337,1370:47,17:21,14,10,58.3,22,122,22,63,,bathedr01
48,Jesper Bratt,27,NJD,W,82,22,49,71,-11,12,16,5,1,4,33,15,1,178,12.4,354,1538:36,18:46,3,8,27.3,24,74,24,92,,brattje01
49,Nikolaj Ehlers,29,CAR,LW,82,26,45,71,8,14,16,10,0,6,26,19,0,207,12.6,430,1360:51,16:36,11,20,35.5,24,21,24,87,,ehlerni01
50,John Tavares,35,TOR,C,82,31,40,71,-28,28,19,12,0,4,31,9,0,192,16.1,383,1490:33,18:11,802,590,57.6,24,74,26,75,,tavarjo01
51,Darren Raddysh,29,TBL,D,73,22,48,70,21,72,12,10,0,6,32,16,0,212,10.4,459,1656:30,22:42,0,0,,69,67,14,73,,raddyda01
52,Andrei Svechnikov,25,CAR,RW,79,31,39,70,1,66,19,12,0,3,22,17,0,203,15.3,426,1341:49,16:59,10,12,45.5,16,148,23,92,,svechan01
53,Cutter Gauthier,22,ANA,LW,76,41,28,69,-2,28,30,11,0,7,20,8,0,286,14.3,559,1311:13,17:15,102,106,49.0,20,64,19,74,,gauthcu01
54,Gabriel Vilardi,26,WPG,C,82,30,39,69,-12,24,17,13,0,2,28,11,0,150,20.0,299,1536:39,18:44,42,58,42.0,35,20,14,63,,vilarga01
55,Morgan Geekie,27,BOS,C,81,39,29,68,-5,22,27,12,0,6,17,12,0,181,21.5,355,1409:52,17:24,73,87,45.6,34,110,20,78,,geekimo01
56,Travis Konecny,28,PHI,RW,77,27,41,68,14,59,24,2,1,2,28,12,1,168,16.1,326,1469:56,19:05,20,33,37.7,38,108,17,101,,konectr01
57,Leo Carlsson,21,ANA,C,70,29,38,67,4,33,23,4,2,3,23,14,1,193,15.0,365,1340:31,19:09,433,543,44.4,29,14,34,78,,carlsle01
58,Dylan Larkin,29,DET,C,74,34,33,67,3,48,19,14,1,9,23,10,0,228,14.9,451,1493:51,20:11,789,703,52.9,33,46,18,67,,larkidy01
59,Kirill Marchenko,25,CBJ,RW,76,27,40,67,7,32,20,6,1,7,23,17,0,218,12.4,446,1439:37,18:57,4,4,50.0,40,61,45,95,,marchki01
60,Trevor Zegras,24,PHI,C,81,26,41,67,0,62,16,10,0,5,28,13,0,167,15.6,350,1516:14,18:43,131,253,34.1,28,46,25,80,,zegratr01
61,Nico Hischier,27,NJD,C,82,28,38,66,-6,29,17,11,0,6,25,12,1,211,13.3,394,1698:46,20:43,1008,800,55.8,62,58,27,72,,hischni01
62,Seth Jarvis,23,CAR,C,71,32,34,66,6,23,23,5,4,7,16,16,2,224,14.3,372,1340:27,18:53,32,47,40.5,27,81,41,57,,jarvise01
63,Erik Karlsson,35,PIT,D,75,15,51,66,8,22,11,4,0,0,29,22,0,176,8.5,471,1770:02,23:36,0,0,,64,20,37,102,,karlser01
64,Matthew Knies,23,TOR,LW,79,23,43,66,-30,29,16,6,1,2,33,10,0,140,16.4,241,1484:35,18:48,1,5,16.7,32,152,26,68,,kniesma01
65,Steven Stamkos,35,NSH,C,82,42,24,66,-17,58,28,14,0,10,12,12,0,206,20.4,408,1461:51,17:50,323,237,57.7,36,89,24,65,,stamkst01
66,Alex Tuch,29,BUF,RW,79,33,33,66,24,57,23,7,3,2,29,2,2,195,16.9,376,1500:29,19:00,46,52,46.9,90,82,39,60,,tuchal01
67,Brock Nelson,34,COL,C,81,33,32,65,15,36,23,10,0,9,23,8,1,186,17.7,332,1591:55,19:39,735,724,50.4,65,38,21,67,,nelsobr01
68,Bryan Rust,33,PIT,RW,72,29,36,65,0,26,20,8,1,4,19,16,1,183,15.8,352,1436:00,19:57,2,13,13.3,71,35,13,78,,rustbr01
69,Pavel Zacha,28,BOS,C,78,30,35,65,4,28,19,11,0,4,24,11,0,131,22.9,233,1314:00,16:51,524,459,53.3,26,64,18,61,,zachapa01
70,Pavel Dorofeyev,25,VEG,LW,82,37,27,64,-3,24,17,20,0,4,17,10,0,230,16.1,456,1443:34,17:36,0,1,0.0,28,27,17,64,,dorofpa01
71,Anthony Mantha,31,PIT,RW,81,33,31,64,10,43,26,7,0,2,25,6,0,152,21.7,281,1230:10,15:11,14,32,30.4,40,52,20,82,,manthan01
72,Alex Ovechkin,40,WSH,LW,82,32,32,64,-5,26,27,5,0,5,18,14,0,244,13.1,542,1430:46,17:27,2,2,50.0,16,134,9,62,,ovechal01
73,Robert Thomas,26,STL,C,64,25,39,64,22,24,20,3,2,4,27,11,1,102,24.5,195,1216:58,19:01,547,495,52.5,40,10,31,96,,thomaro01
74,Miro Heiskanen,26,DAL,D,77,9,54,63,9,30,6,2,1,3,28,26,0,148,6.1,336,1961:25,25:28,0,0,,132,21,39,93,,heiskmi01
75,Ivan Demidov,20,MTL,RW,82,19,43,62,3,34,12,7,0,4,30,13,0,127,15.0,282,1270:50,15:30,0,0,,26,28,22,72,,demidiv01
76,Tom Wilson,31,WSH,RW,72,30,32,62,15,117,22,7,1,3,27,5,0,153,19.6,302,1401:19,19:28,17,21,44.7,53,179,18,84,,wilsoto01
77,Ivan Barbashev,30,VEG,C,82,23,38,61,20,14,21,2,0,3,34,4,0,133,17.3,243,1331:50,16:15,13,41,24.1,37,137,15,90,,barbaiv01
78,Evgeni Malkin,39,PIT,C,56,19,42,61,13,61,15,4,0,3,24,18,0,147,12.9,239,985:15,17:36,109,136,44.5,17,24,29,88,,malkiev01
79,Charlie McAvoy,28,BOS,D,69,11,50,61,13,62,9,2,0,1,29,21,0,111,9.9,271,1682:52,24:23,0,0,,129,79,29,88,,mcavoch01
80,Sam Reinhart,30,FLA,C,64,29,32,61,-18,10,15,11,3,6,17,14,1,165,17.6,368,1362:21,21:17,56,91,38.1,40,59,15,52,,reinhsa01
81,Jakob Chychrun,27,WSH,D,80,26,34,60,20,62,18,8,0,8,24,10,0,221,11.8,528,1867:16,23:20,0,0,,114,58,40,105,,chychja01
82,Moritz Seider,24,DET,D,82,10,50,60,15,57,7,3,0,2,25,25,0,187,5.3,409,2104:39,25:40,0,0,,180,128,29,99,,seidemo01
83,Beckett Sennecke,20,ANA,F,82,23,37,60,-12,62,21,1,1,2,25,12,0,197,11.7,387,1430:30,17:27,3,2,60.0,24,97,26,96,,sennebe01
84,John Carlson,36,2TM,D,71,14,46,60,9,32,12,2,0,1,34,12,0,153,9.2,354,1644:24,23:10,0,1,0.0,106,26,45,118,,carlsjo01
84,John Carlson,36,WSH,D,55,10,36,46,11,26,10,0,0,0,27,9,0,115,8.7,265,1257:29,22:52,0,1,0.0,84,20,35,81,,carlsjo01
84,John Carlson,36,ANA,D,16,4,10,14,-2,6,2,2,0,1,7,3,0,38,10.5,89,386:55,24:11,0,0,,22,6,10,37,,carlsjo01
85,Dylan Cozens,24,OTT,C,82,28,31,59,-7,59,15,13,0,3,15,16,0,204,13.7,380,1397:15,17:02,435,383,53.2,24,215,19,53,,cozendy01
86,Adam Fantilli,21,CBJ,C,82,24,35,59,-13,38,20,4,0,3,26,9,0,214,11.2,440,1550:00,18:54,552,556,49.8,51,139,25,94,,fantiad01
87,Matthew Schaefer,18,NYI,D,82,23,36,59,13,38,15,8,0,4,26,10,0,222,10.4,527,2023:59,24:41,0,0,,111,40,38,90,,schaema01
88,Mikhail Sergachev,27,UTA,D,78,10,49,59,2,44,5,5,0,1,26,21,2,159,6.3,366,1895:04,24:18,0,0,,125,38,32,108,,sergami01
89,Will Smith,20,SJS,C,69,24,35,59,1,16,16,8,0,5,26,9,0,166,14.5,320,1254:38,18:11,15,33,31.3,12,16,14,83,,smithwi01
90,Brady Tkachuk,26,OTT,LW,60,22,37,59,4,71,16,5,1,3,22,15,0,221,10.0,370,1017:37,16:58,175,129,57.6,19,162,14,40,,tkachbr01
91,Sam Bennett,29,FLA,C,76,26,32,58,-10,82,21,5,0,5,23,9,0,201,12.9,420,1405:26,18:30,517,570,47.6,32,115,25,73,,bennesa01
92,Tyler Bertuzzi,30,CHI,LW,79,32,26,58,-16,42,21,11,0,3,16,10,0,164,19.5,296,1457:21,18:27,51,62,45.1,24,55,21,76,,bertuty01
93,Charlie Coyle,33,CBJ,C,82,20,38,58,3,14,13,7,0,3,32,6,0,144,13.9,247,1484:09,18:06,626,608,50.7,53,111,34,53,,coylech01
94,Tomáš Hertl,32,VEG,C,82,24,34,58,-17,39,11,13,0,4,22,12,0,202,11.9,405,1396:47,17:02,720,525,57.8,45,114,17,52,,hertlto01
